Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Lead Decision Scientist - Data and Analytics,USD 126K - USD 243K,4.1,Salesforce,"Atlanta, GA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Genomics Data Scientist,USD 106K - USD 159K,3.9,Bayer,"Chesterfield, MO",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Junior Software Engineer,USD 59K - USD 120K,4.0,Parsons,"Colorado Springs, CO",10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD)
Product Analyst,USD 70K - USD 130K,3.5,Warner Bros Careers,"Burbank, CA",10000+ Employees,2003,Company - Public,Film Production,Media & Communication,$10+ billion (USD)
"Data Analytics, Senior Specialist [HYBRID]",USD 98K - USD 154K,4.0,Southern California Edison,"Rosemead, CA",10000+ Employees,1879,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD)
Data Science Product Manager,USD 105K - USD 150K,3.7,Gap Inc.,"San Francisco, CA",10000+ Employees,1969,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD)
Head of Product Data Science,USD 204K - USD 287K,4.4,Databricks,"San Francisco, CA",1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Senior Product Manager - Data & Analytics,USD 111K - USD 166K,4.1,Unilever,"Englewood Cliffs, NJ",10000+ Employees,1929,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
Operations Research Analyst / Decision Scientist,USD 75K - USD 98K ,3.7,Micron,"Boise, ID",10000+ Employees,1978,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data and Analytics Consultant,USD 90K - USD 124K ,3.8,SEI,"Boston, MA",1001 to 5000 Employees,1968,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD)
PDP DATA ANALYTICS TRAINEE EAS,USD 66K,3.0,United States Postal Service,"Washington, DC",10000+ Employees,1971,Government,Taxi & Car Services,Transportation & Logistics,$10+ billion (USD)
Statistical Analyst I,USD 59K - USD 79K ,3.3,"Medpace, Inc.","Cincinnati, OH",5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
"Postdoctoral Scholar in Watershed science, climate science, data science, artificial intelligence and/or hydro-economics (Multiple Hires)",USD 64K - USD 77K,4.1,University of California Merced,"Merced, CA",1 to 50 Employees,--,College / University,Colleges & Universities,Education,Less than $1 million (USD)
"Staff Data Scientist, Advanced Analytics and Engineering",USD 185K - USD 220K,3.4,Match Group,"San Francisco, CA",1001 to 5000 Employees,2015,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD)
Research Analyst,USD 48K - USD 67K,3.7,Daniel J. Edelman Holdings,"Seattle, WA",5001 to 10000 Employees,1952,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD)
Data Science Manager,USD 113K - USD 166K ,3.6,Citgo Petroleum Corporation,"Houston, TX",1001 to 5000 Employees,1983,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD)
Data Scientist Promotional Writing (L5) - Content and Studio,USD 130K - USD 199K ,4.1,Netflix,"Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
AI Data Science Consultant,USD 113K - USD 145K ,4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
Lead Data Scientist,USD 119K - USD 155K ,4.0,"Chick-fil-A, Inc.","Atlanta, GA",5001 to 10000 Employees,1946,Company - Private,Restaurants & Cafes,Restaurants & Food Service,$5 to $10 billion (USD)
Applied Research Scientist,USD 180K - USD 235K,4.4,Descript,"San Francisco, CA",51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Data Engineer, Product Analytics",USD 109K - USD 171K,3.9,Meta,"Seattle, WA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
"Customer Success, Business Intelligence Specialist",USD 40.00 - USD 46.00 Per Hour,3.7,Confluent,Colorado,1001 to 5000 Employees,2014,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Senior Partner Decision Scientist,USD 140K - USD 196K ,4.3,Credit Karma,"Charlotte, NC",1001 to 5000 Employees,2007,Company - Public,Research & Development,Management & Consulting,Unknown / Non-Applicable
Associate Data Scientist II - R&D Data Solutions,USD 90K - USD 125K ,3.9,ABBVIE,"Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Lead Data Analyst(Remote Or Hybrid),USD 109K - USD 196K,3.5,TARGET,"Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
Senior Data & Applied Scientist,USD 112K - USD 218K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Analyst and Reporting Specialist,USD 56K - USD 81K ,3.8,Consolidated Nuclear Security,"Oak Ridge, TN",5001 to 10000 Employees,2007,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Business Intelligence Applications Analyst (Fixed Term),USD 40.00 - USD 43.00 Per Hour,4.0,Sony Electronics,"San Diego, CA",10000+ Employees,1946,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD)
"Statistical Research Analyst, Senior",USD 40.18 - USD 49.40 Per Hour,3.4,"Multnomah County, OR","Portland, OR",5001 to 10000 Employees,--,Company - Public,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD)
Senior Data Analyst II,"This role works directly with DTE clients, internal and external stakeholders and business partners consultatively to identify, develop and imple",,HCSC,Remote,,,,,,
Data Science Lead,USD 108K - USD 147K ,3.9,JPA Health Communications,"Boston, MA",51 to 200 Employees,2007,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
"Director, Data Science",USD 145K - USD 207K ,4.3,Credit Karma,"Oakland, CA",1001 to 5000 Employees,2007,Company - Public,Research & Development,Management & Consulting,Unknown / Non-Applicable
Data Engineering Leader (Analytics),USD 206K - USD 281K,3.9,Meta,"Bellevue, WA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Data Engineering Manager,USD 92K - USD 134K ,3.6,Mohawk Industries,"Calhoun, GA",10000+ Employees,1920,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD)
"Senior Manager, Data Science - Retail Strategic Health Analytics",USD 124K - USD 247K,3.2,CVS Health,"Jefferson City, MO",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Senior Data Scientist,USD 141K - USD 179K ,4.4,Intuit,"San Diego, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD)
Data Engineering Lead,USD 117K - USD 160K ,4.0,Sanofi,"Cambridge, MA",10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Analyst,Strong communication skills and ability to explain complex data concepts to non-technical stakeholders. Stay informed and up to date on emergin,3.7,VC3,Remote,3.7,,,,,
Data Scientist,USD 137K - USD 151K,3.3,ActBlue,Remote,51 to 200 Employees,2004,Nonprofit Organization,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
Master's Level Statistician,"RTI International’s Center for Official Statistics (COS) is seeking a statistician with a master’s degree and statistical programming skills, or ",4.1,RTI International,United States,4.1,,,,,
Data Scientist,USD 92K - USD 128K ,4.2,The University of Chicago,"Chicago, IL",10000+ Employees,1890,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Senior Data Scientist,USD 130K - USD 200K,3.7,Molex,"Fremont, CA",10000+ Employees,1938,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD)
Artificial Intelligence Developer,USD 85K - USD 114K ,4.0,Corteva,"Johnston, IA",10000+ Employees,2019,Company - Public,Farm Support,Agriculture,Unknown / Non-Applicable
"Mid-Senior, Data Analyst (Finance & Product)",USD 150K - USD 160K,3.0,WW International,Remote,10000+ Employees,1961,Company - Public,Beauty & Wellness,Personal Consumer Services,$1 to $5 billion (USD)
Senior Scientist Applied Research,USD 73K - USD 145K,3.8,Abbott Laboratories,"Lake Forest, IL",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Senior Technology Specialist Data & AI,USD 101K - USD 195K,4.3,Microsoft,"Seattle, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Scientist,USD 125K - USD 140K,4.0,Madison Logic,"New York, NY",201 to 500 Employees,2005,Company - Private,Advertising & Public Relations,Media & Communication,$100 to $500 million (USD)
Data Science Adjunct Faculty,USD 75K - USD 117K ,3.9,Harford Community College,"Bel Air, MD",201 to 500 Employees,1957,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Research Associate/Applied Statistician: Integration and validation of eBird and BBS data to provide spatially explicit population trends,USD 49K - USD 80K,4.4,Cornell University,"Ithaca, NY",10000+ Employees,1865,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Junior Statistical Programmer,USD 64K - USD 93K ,3.3,Oasis Technology Inc.,"East Brunswick, NJ",1001 to 5000 Employees,1995,Unknown,"Department, Clothing & Shoe Stores",Retail & Wholesale,$100 to $500 million (USD)
Data Scientist,Big data engineering in spark(databricks recommended not a must have). Python flask/Gunicorn API dev. API Integration with Azure cognitive servi,3.4,Novisync,Remote,3.4,,,,,
Data Science Programme Manager,Use business knowledge and technical expertise to mentor project leads to apply data science project framework. Advanced degree wi,4.1,AstraZeneca,"Waltham, MA",4.1,,,,,
Technical Associate I,USD 53K - USD 74K ,4.4,MIT,"Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Senior Data Analyst,USD 66K - USD 108K,3.9,Northwell Health,"Manhasset, NY",10000+ Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Data Analyst,USD 54K - USD 60K,3.3,Mid-Ohio Regional Planning Commission (MORPC),"Columbus, OH",51 to 200 Employees,--,Company - Private,Civic & Social Services,Nonprofit & NGO,$5 to $25 million (USD)
Senior Data Analyst,USD 66K - USD 94K ,3.8,Palmetto Infusion,"Pawleys Island, SC",501 to 1000 Employees,1999,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
"Academic Specialist, Data Science and Cyber",USD 75K - USD 90K,2.9,Union County College,"Cranford, NJ",501 to 1000 Employees,--,College / University,Colleges & Universities,Education,$25 to $100 million (USD)
Data Engineer - Finance,USD 108K - USD 213K,4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD)
Product Analyst,USD 90K - USD 96K,4.0,Madison Logic,Remote,201 to 500 Employees,2005,Company - Private,Advertising & Public Relations,Media & Communication,$100 to $500 million (USD)
Computational Medicinal Chemist/Senior Expert Data Science,USD 130K - USD 216K,3.9,Novartis,"Cambridge, MA",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
Senior Data Scientist I,USD 104K - USD 136K ,3.5,Travelport,"Atlanta, GA",1001 to 5000 Employees,1971,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD)
"Scientist, Data Science - Drug Discovery and Cellular Modeling",USD 137K - USD 212K ,4.6,Altos Labs,"Redwood City, CA",201 to 500 Employees,--,Company - Private,Biotechnology,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Data Scientist,USD 114K - USD 164K ,4.2,IFC Systems Corporation,"Washington, DC",1001 to 5000 Employees,1956,Company - Private,Investment & Asset Management,Financial Services,$1 to $5 million (USD)
"Senior Manager, Data Science & Analytics",USD 220K - USD 263K,3.4,Match Group,United States,1001 to 5000 Employees,2015,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD)
Lead Data Scientist,USD 107K - USD 140K ,3.7,Vistra Corporate Services Company,"Irving, TX",5001 to 10000 Employees,1996,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable
Machine Learning Scientist Promotional Writing (L5) - Content and Studio,USD 132K - USD 201K ,4.1,Netflix,"Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
"Data Science Director, Consumer and Discovery",USD 209K - USD 295K,3.7,Coursera,United States,501 to 1000 Employees,2012,Company - Public,Colleges & Universities,Education,Unknown / Non-Applicable
"Sr. Data Scientist, Marketing Analytics & Insights",USD 116K - USD 155K,3.9,"Sony Pictures Entertainment, Inc.","Culver City, CA",5001 to 10000 Employees,1989,Subsidiary or Business Segment,Film Production,Media & Communication,$5 to $10 billion (USD)
Data Analytics Analyst 2,USD 75K,3.9,IQVIA,Remote,10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Product Analyst,USD 64K - USD 104K ,3.0,Nikola Corporation,"Phoenix, AZ",1001 to 5000 Employees,2014,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Less than $1 million (USD)
Applied Scientist,USD 136K,3.7,"Amazon Development Center U.S., Inc.","East Palo Alto, CA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
DATA SCIENTIST,USD 56K - USD 98K,3.2,US Defense Intelligence Agency,"Washington, DC",10000+ Employees,--,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
"Senior Scientist, Commercial Data Science",USD 87K - USD 137K ,4.2,Genmab,"Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
Senior Staff Data Scientist,USD 143K - USD 265K,3.7,Activision,"San Francisco, CA",1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD)
Data Scientist,"Proficiency in tools like Tableau or Looker for visualizing and reporting data insights. Evaluate marketplace app changes using A/B tests, quas",3.6,Shipt,Remote,3.6,,,,,
Director of Data Science (remote),"You will design our company-wide Data Science strategy, organization and pathway to value, implementing the technologies, models, processes and fo",4.1,Appfire,Remote,4.1,,,,,
Data Scientist - Lead Business Intelligence Analyst,USD 97K - USD 133K ,4.0,CME Group,"Chicago, IL",1001 to 5000 Employees,2007,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD)
Data Engineer (L5),"As a Data Engineer, you also need to have strong communication skills since you will need to collaborate with business, engineering, and data sc",4.1,Netflix,Remote,4.1,,,,,
"Data Scientist, Health Economics",USD 93K - USD 117K,3.4,VNS Health,Manhattan,10000+ Employees,1893,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
Data Scientist II - R&D Data Solutions,USD 113K - USD 147K ,3.9,ABBVIE,"Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Reporting Business Analyst,USD 110K - USD 130K,3.8,The Cheesecake Factory,"Calabasas, CA",10000+ Employees,1978,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$1 to $5 billion (USD)
Associate Technical Consultant - Data Solutions - REMOTE,"NET, Python, or SQL to build and implement solutions across Data, AI, Search and Content platforms. We partner with vendors including Databricks",4.0,"Perficient, Inc",United States,3.9,,,,,
"Director, Data Science",USD 158K - USD 229K,3.7,Gap Inc.,"San Francisco, CA",10000+ Employees,1969,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD)
Senior Business Systems Analyst - Data Analytics,USD 102K - USD 153K,4.3,"Brooks Sports, Inc","Seattle, WA",501 to 1000 Employees,1914,Company - Private,Sporting Goods Stores,Retail & Wholesale,$500 million to $1 billion (USD)
Research Associate/Applied Statistician: Integration and validation of eBird and BBS data to provide spatially explicit population trends,USD 49K - USD 80K,4.4,Cornell University,"Ithaca, NY",10000+ Employees,1865,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
"Director, Strategic Data Analytics",USD 165K - USD 330K,3.8,Abbott Laboratories,"Alameda, CA",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
"Director, Data Science",USD 191K - USD 324K,4.0,Memorial Sloan Kettering Cancer Center,United States,10000+ Employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Strategic Insights Partner,USD 78K - USD 130K,4.0,Pfizer,"Tampa, FL",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Business Data Scientist,"Provide technical mentorship in delivering project work including implementing data science solutions, improving data pipelines, developing evalu",4.4,Google,"Atlanta, GA",4.4,,,,,
Director of Data Science,USD 121K - USD 169K ,3.9,Discount Tire,"Scottsdale, AZ",10000+ Employees,1960,Company - Private,Automotive Parts & Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD)
Senior Data Specialist- Remote,USD 60K - USD 85K,3.5,Commonwealth of Virginia,"Charlottesville, VA",10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration,$25 to $100 million (USD)
"Senior Data Analyst, Marketing Analytics","These insights will serve as decision-making tools for cross-functional leaders, ultimately accelerating decision qual",4.0,TextNow,United States,4.0,,,,,
Data Validation Chemist – Scientist I (Part Time- Virtual),At least 1-year prior environmental data validation experience to include organics and inorganics. Must have at least 1yr experience analyzing,,,"Pittsburgh, PA",,,,,,
Business Intelligence Analyst,"Master’s degree or foreign equivalent in Data Science, Applied Statistics or related field and 2 years of experience in the job offered or rela",4.2,Apple,"Austin, TX",4.2,,,,,
DATA SCIENTIST,You will work with cross-functional teams to identify business needs and develop solutions that leverage the latest A,,,Remote,,,,,,
Consumer Analytics Analyst - Remote,USD 67K - USD 100K,3.6,Harley-Davidson,"Milwaukee, WI",5001 to 10000 Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD)
Health Care Economics Analyst I/II,USD 67K - USD 99K ,3.9,Blue Cross of Idaho,"Meridian, ID",501 to 1000 Employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,$1 to $5 billion (USD)
Data Solutions Analyst II,USD 69K - USD 111K,3.8,CareSource,Remote,1001 to 5000 Employees,1989,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
Data Scientist,USD 82K - USD 112K ,3.9,Boeing Distribution Services Inc.,"Coppell, TX",10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Engineer II,USD 121K - USD 200K,4.2,"The Travelers Companies, Inc.","Atlanta, GA",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Staff Data Scientist,USD 160K - USD 202K ,4.4,Intuit,"San Diego, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD)
"Sr. Data Scientist, Business Analytics",USD 141K - USD 178K ,3.6,Tesla,"Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD)
Health Data Analyst,USD 79K - USD 95K,1.6,Health Share of Oregon,"Portland, OR",1 to 50 Employees,--,Company - Private,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
Business Intelligence Analyst - Payment Integrity,USD 90K - USD 130K,3.8,Devoted Health,Remote,1001 to 5000 Employees,2017,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
Lead Data Scientist,USD 95K - USD 138K ,4.0,Purpose Financial,"Greenville, SC",Unknown,--,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
Data Scientist,Take contained data and match new data -Work strong independently but also with other teams to ensure that all data is prope,4.3,Intone Networks,Remote,4.3,,,,,
Director - Data Strategy & Analytics,USD 129K - USD 178K ,3.0,BISSELL Homecare,"Grand Rapids, MI",1001 to 5000 Employees,1876,Company - Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable
DATA SCIENTIST,USD 110K - USD 148K,3.3,Los Angeles County Department of Human Resources,United States,10000+ Employees,--,Government,Health Care Services & Hospitals,Healthcare,$5 to $10 billion (USD)
ARTIFICIAL INTELLIGENCE (AI) SPECIALIST,USD 49K - USD 87K ,,"Infinite Management Solutions, LLC","Dayton, OH",1 to 50 Employees,--,Unknown,--,--,Unknown / Non-Applicable
Strategy and Operations Associate,USD 77K - USD 120K ,3.5,Forward,"San Francisco, CA",Unknown,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
Data Scientist- Jr,USD 86K - USD 138K,3.6,Peraton,"Herndon, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
"Data Scientist, Specialist",USD 89K - USD 119K ,3.7,Vanguard,"Charlotte, NC",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
DATA SCIENTIST,USD 88K - USD 102K,4.1,US Department of the Air Force - Agency Wide,"Los Angeles, CA",10000+ Employees,1947,Government,National Agencies,Government & Public Administration,$10+ billion (USD)
Associate Data Scientist,USD 80K - USD 120K,4.0,Berkley,"West Hartford, CT",1 to 50 Employees,2012,Company - Private,Commercial Printing,Manufacturing,$25 to $100 million (USD)
"Senior Consultant, People Analytics",USD 90K - USD 127K ,3.9,Penn Medicine,"Philadelphia, PA",10000+ Employees,1993,Hospital,Health Care Services & Hospitals,Healthcare,$5 to $10 billion (USD)
Data Scientist,USD 91K - USD 127K ,,,"Cedar Park, TX",1 to 50 Employees,--,Contract,--,--,Unknown / Non-Applicable
Visualization/Data Scientist,USD 94K - USD 128K ,1.0,Vita Data Sciences,"Waltham, MA",Unknown,--,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,USD 82K - USD 121K ,3.9,WebstaurantStore,"Lititz, PA",1001 to 5000 Employees,2004,Company - Private,Other Retail Stores,Retail & Wholesale,$500 million to $1 billion (USD)
Data Scientist,USD 132K - USD 172K,4.1,US Office of Justice Programs,United States,10000+ Employees,1870,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
Data Scientist - Remote,USD 98K - USD 166K,3.5,Ulta Beauty,"Bolingbrook, IL",10000+ Employees,1990,Company - Public,Beauty & Personal Accessories Stores,Retail & Wholesale,$5 to $10 billion (USD)
"Data Scientist, Online (Remote)",USD 63K - USD 103K ,3.8,Home Depot / THD,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD)
Remote Business Intelligence Analyst,USD 100K - USD 110K,3.3,Design Pickle,Remote,51 to 200 Employees,2015,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD)
Data Scientist,USD 114K - USD 141K,3.5,Blue Cross Blue Shield of Massachusetts,"Boston, MA",1001 to 5000 Employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD)
Supervisory Economist/Statistician (Economics),USD 117K - USD 158K,4.3,US Bureau of Labor Statistics,"Boston, MA",1001 to 5000 Employees,1913,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
Senior Data Analyst (Remote),Knowledge of statistical analysis techniques and tools. Experience with data visualization tools such as Table,3.8,Pratt & Whitney,"East Hartford, CT",3.8,,,,,
"Associate Manager, Data Engineer",USD 86K - USD 118K ,3.8,SC Johnson,"Racine, WI",10000+ Employees,1886,Company - Private,Consumer Product Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Scientist,USD 91K - USD 133K ,,,"Houston, TX",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
IT Data Analyst,USD 53K - USD 77K ,3.4,Hamamatsu Corporation,"Bridgewater, NJ",1001 to 5000 Employees,--,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD)
Decision Science Analyst II,USD 68K - USD 93K ,4.2,H-E-B,"San Antonio, TX",10000+ Employees,1905,Company - Private,Grocery Stores,Retail & Wholesale,$10+ billion (USD)
Data Scientist,USD 104K - USD 134K ,3.7,The University of Chicago Medicine,"Chicago, IL",10000+ Employees,1986,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Data Scientist,USD 47K - USD 86K,4.1,US Air Force Materiel Command,"Los Angeles, CA",10000+ Employees,1947,Government,National Agencies,Government & Public Administration,$10+ billion (USD)
Data Scientist,USD 83K - USD 128K ,2.9,Center for Family Health and Education,"Panorama City, CA",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable
Analytics Consultant,USD 85K - USD 115K,,Focus Strategies,Remote,1 to 50 Employees,--,Company - Private,Investment & Asset Management,Financial Services,Less than $1 million (USD)
Data Science Analyst,USD 79K - USD 146K,4.2,Greater New York Mutual Insurance Company,Manhattan,201 to 500 Employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
Data Scientist,"The data science team embodies this with a combination of individual and collaborative discovery, aligned very tightly with world-class data e",,,California,,,,,,
Data Scientist,"Bachelor’s degree or better in a quantitative field (computer science, engineering, mathematics, statistics, economics, etc). This is a r",4.6,Sightly Enterprises,Remote,4.6,,,,,
"Applied Scientist – Medical, Health, & Genomics – Microsoft Health Futures",USD 94K - USD 183K,4.3,Microsoft,"Cambridge, MA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Analyst,USD 56K - USD 94K ,3.8,DHL,"Miami, FL",10000+ Employees,1969,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD)
Associate Data Engineer,USD 80K - USD 106K ,3.9,The Hanover Insurance Group,"Worcester, MA",5001 to 10000 Employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD)
Data Engineer,"You will lead ICP’s manufacturing metadata strategy, including developing data lineages, data value chains, data models, relationship mappi",3.9,Irving Consumer Products,United States,3.9,,,,,
"Analyst II, Ancillary Revenue Data Scientist","The Analyst II, Ancillary Revenue Data Scientist will develop and apply statistical modeling and data science as well as product management",3.3,"Frontier Airlines, Inc","Denver, CO",3.3,,,,,
Data Scientist,USD 106K - USD 177K,3.7,McKesson,"Irving, TX",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Decision Science Associate,USD 61K - USD 83K ,4.0,Corteva,"Johnston, IA",10000+ Employees,2019,Company - Public,Farm Support,Agriculture,Unknown / Non-Applicable
Data Visualization Analyst,USD 67K - USD 89K ,4.0,Infinite Legacy,"Baltimore, MD",201 to 500 Employees,2023,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,Unknown / Non-Applicable
"Principal Associate Data Scientist, AI Foundations - Personalization","Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics) plus 3 years of experience in data analytics, or PhD in “STEM” ",4.0,Capital One,"New York, NY",3.9,,,,,
Data Scientist,USD 79K - USD 118K ,4.9,Devfi,"Columbus, OH",51 to 200 Employees,2012,Company - Private,Software Development,Information Technology,$5 to $25 million (USD)
Data Scientist,USD 99K - USD 129K,4.3,Provident Credit Union,"Redwood Shores, CA",201 to 500 Employees,1950,Nonprofit Organization,Investment & Asset Management,Financial Services,$25 to $100 million (USD)
